Peptide,condition,0min_1,0min_2,0min_3,0min_4,12min_1,12min_2,12min_3,12min_4,18min_1,18min_2,18min_3,18min_4,24min_1,24min_2,24min_3,24min_4,30min_1,30min_2,30min_3,30min_4,36min_1,36min_2,36min_3,36min_4,42min_1,42min_2,42min_3,42min_4,48min_1,48min_2,48min_3,48min_4,54min_1,54min_2,54min_3,54min_4,60min_1,60min_2,60min_3,60min_4,6min_1,6min_2,6min_3,6min_4
Glyma.11G105500.1_S120_1,Control,24.57109067,25.42743688,24.92830838,25.37928412,24.93438931,25.57033739,24.91841851,25.23316381,0,25.5999126,25.37295652,25.6527563,24.82321215,25.26580824,24.93101455,25.37733839,24.72321649,26.13949931,25.26451872,24.92697794,24.43056468,25.30845719,24.54564459,24.90378556,24.76485206,25.62542328,25.21420298,24.73803514,24.50451574,24.97808524,24.92999416,24.38021412,24.58285918,24.66551478,24.62593498,24.54155242,25.29761679,26.04743188,24.98123192,24.9561819,25.10354325,25.48109612,24.63101031,24.93822554
Glyma.11G108500.1_S731_1,Control,23.61713264,23.69719244,22.95348011,0,23.83778842,23.41831456,22.6086805,0,24.01065271,23.63161524,23.26427001,0,24.12693874,23.78024168,23.64604581,0,23.94386025,23.27557617,24.39281151,0,24.03307001,23.73273373,23.64698606,0,23.70135011,23.66417054,23.17551365,0,23.70601324,24.18232792,23.02510177,0,23.52844827,24.53308716,23.00643372,0,23.72940359,23.90644882,23.37385822,0,23.86983463,23.34350373,23.2194392,0
Glyma.11G108500.1_S777_1,Control,25.73482061,26.69519721,25.62728491,26.25401226,26.20799605,26.68907124,25.20670875,26.46794285,26.72057599,26.76341581,25.97713264,25.95515143,26.02469599,26.34600297,25.33530309,26.02397643,25.91232898,26.78960091,25.04693118,26.21632005,25.46002151,26.81299373,25.37658524,26.10495353,26.16471718,26.71895934,26.25541004,25.31062434,25.75029588,26.67884999,25.3922298,25.53599911,26.44312382,26.3635074,25.87562478,25.86944088,26.01408476,26.84590856,25.07360089,26.36385028,26.09531528,26.55272169,25.00149064,26.12573526
Glyma.11G114600.1_S189_1,Control,25.78221889,25.55459659,25.8308679,25.34865862,25.70724588,25.17929517,25.57003968,25.49129148,25.79161058,24.61627551,25.65069628,25.33347905,26.09370278,25.58179755,25.43893963,25.84632144,25.48965722,24.80121941,25.72242944,25.8147886,25.39870398,24.95577268,25.99616492,25.65802732,25.76322521,25.24568917,25.75779634,24.96094959,25.63950751,25.21373757,25.42602203,25.55387243,25.12179835,25.63254263,25.93495061,25.40613825,25.1173128,24.89477171,25.26551976,25.46751356,25.31671612,25.3348129,25.31241688,24.7142974
Glyma.11G140600.1_S408_1,Control,27.82511903,27.95592787,28.58689063,26.95347851,27.49823027,27.83436345,28.63873373,26.22160158,0,27.60177165,27.5270162,26.1340817,27.34440199,27.08015726,27.75454248,26.0256694,27.10586567,26.58407333,26.65272168,25.50955275,26.30678061,27.49398102,27.92162933,26.1865145,27.32373023,26.86724938,26.85399301,25.61184207,27.14321362,26.43975566,28.10934027,25.87074415,27.06499962,25.94696579,26.62921135,25.35124071,26.94352316,0,26.77680024,26.40272708,27.77554807,27.09661935,28.00381733,25.74012229
Glyma.11G190900.1_S71_1,Control,24.98543274,24.25437537,23.85842893,24.10877801,24.25386031,23.45999685,23.9588838,23.88105424,23.97196912,23.61606327,24.21698928,25.04797579,24.02753084,23.13735822,23.07297098,23.44911405,24.00276973,23.31024874,23.14463155,23.4889727,22.76003228,22.79750391,22.82339981,23.4785939,23.50552284,22.96012532,22.82629166,23.69726046,23.56647229,23.32836413,23.26536944,23.06663298,23.4054376,22.87440778,23.10219534,23.31581921,22.88105066,22.59497501,22.81310695,23.33465969,24.06017841,24.4106563,24.05446571,24.48110396
Glyma.11G195900.1_S88_1,Control,27.0838161,26.80920493,26.56855352,0,26.76093443,26.53443955,26.64335373,0,27.05540335,26.59523652,26.92127686,0,27.06957713,26.80717325,26.88835859,0,27.04730449,26.7229307,26.66683407,0,26.85382881,27.00455412,26.49070653,0,26.98397883,26.95194484,26.69404955,0,27.07083936,26.66856539,26.55401857,0,27.22011416,26.75642126,26.55328198,0,26.72743024,26.75195143,26.68534149,0,26.8569175,26.74857022,26.67382604,0
Glyma.11G210100.1_S501_1,Control,0,22.09795091,22.44945947,22.30859448,22.33635421,22.78476917,22.34495476,21.52029233,22.5164345,22.33010245,22.97539088,22.33008372,22.20051758,22.4538234,22.62108628,22.33813657,22.44900945,22.28030313,21.74231973,22.46032656,22.48161929,22.58829864,22.26462747,22.08675164,22.70704192,22.62797538,22.3799986,22.24017883,22.43573006,22.57550287,22.10663799,22.12150875,22.32054156,22.56377673,21.87476403,22.22913904,21.94939583,22.79685284,22.39176072,22.57672127,0,22.35400525,22.09082213,22.14450307
Glyma.11G237500.1_S654_1,Control,26.15746295,25.69517783,27.13370493,0,25.73265676,26.04054853,27.53515048,0,25.19084084,25.27924052,27.83387685,0,26.46003639,24.24947334,27.22674718,0,26.40965005,25.51082713,27.45755565,0,26.33875398,25.58464933,26.99426885,0,26.1867305,25.36872769,27.24301461,0,25.98865785,19.66516681,27.1249576,0,26.41167007,19.51135855,27.12263066,0,26.13199938,25.36714073,27.31354128,0,26.41532927,25.54501394,27.56466116,0
Glyma.11G248200.1_S25_1,Control,21.42584825,22.35840237,22.47491037,0,22.17259333,22.20563427,21.67627569,0,22.08749169,22.05693299,22.08173057,0,21.96878545,21.78686161,22.38197244,0,21.98824241,22.22700266,21.35255272,0,22.32417426,22.0594833,22.24275806,0,21.95480831,22.29181727,22.20243482,0,21.92246763,21.44860726,21.92110564,0,21.66524723,21.4384758,21.48952753,0,22.2548655,21.92567929,21.46545068,0,21.87187229,21.68886534,21.35264481,0
Glyma.12G010300.1_T881_1,Control,22.9074053,22.97125721,23.13580874,0,22.62627429,23.39380377,23.22693618,0,23.97152687,23.54819757,23.27128485,0,22.94673063,23.47208445,23.70469551,0,23.26375038,24.03038114,23.8258797,0,24.07754804,22.83940809,23.06608662,0,24.1914298,23.81482577,23.91466316,0,23.57774667,23.49689043,23.48907507,0,23.6955569,23.53926687,23.92244624,0,23.10895723,22.92496632,24.03250182,0,22.85060975,24.13264027,22.7815496,0
Glyma.12G020400.1_S692_1,Control,24.8109286,23.91923085,23.93295186,24.5949915,24.94340182,24.15549071,24.21215659,25.21116563,0,24.02060917,24.44843173,25.19945896,24.72543573,24.25329552,24.33070274,24.92025017,24.95461443,24.7366526,23.93681029,25.32086228,24.90527173,25.05170864,24.23169776,25.09948845,24.31331285,24.11521293,24.52985836,24.89947431,24.78001937,24.69534199,24.46152737,24.72880888,24.76757551,24.30344398,24.33075951,24.82385265,24.88261567,24.01930093,24.16465752,25.13420044,25.06776783,24.90760978,24.44392894,24.77193075
Glyma.12G028300.1_S2_1,Control,26.14330282,25.08614322,25.15413539,26.10281691,26.00496053,25.29211351,24.87494576,25.68895642,25.50719841,25.62137753,25.14406349,26.07408591,26.33984414,25.53664694,25.72319052,26.03956114,25.98048109,25.69026548,27.08381549,26.0794131,26.05834598,25.66492252,25.34586242,26.08347473,26.03226276,24.99393147,25.09942376,26.08969095,26.04778355,25.25975819,25.37496363,26.01019737,25.39241573,25.46426193,25.27228501,26.06694055,25.77499236,25.4319065,25.46962545,26.11123017,26.10354325,25.27542647,25.21524834,25.98049267
Glyma.12G036400.1_S92_1,Control,25.5129064,26.59288966,26.38965993,0,25.2047269,25.55758773,26.4885364,0,23.82410351,25.70853245,26.27059637,0,26.07051174,26.33716476,25.23060165,0,25.06115183,25.9361572,25.20536723,0,25.16690823,25.64556963,25.86960236,0,25.14801103,26.38727487,25.73251701,0,25.30113042,26.09402982,25.61969601,0,23.82834939,26.05231314,26.02307522,0,25.40230871,25.75271504,25.67835623,0,24.960257,25.72832829,26.86416219,0
Glyma.12G059700.1_S604_1,Control,0,27.05188611,26.36861683,26.39655103,26.49309573,26.71653483,26.33803394,0,26.1210767,26.87781769,26.31759661,26.42786695,26.56194122,26.74128719,26.34572126,25.89090569,27.10987267,26.5558991,26.73732582,26.09018631,26.61747474,26.7853231,26.10143924,25.756282,26.36285713,26.52583371,25.67377161,25.64133599,26.6954858,26.70125868,25.75004517,25.25003755,26.33442355,26.67799995,25.86355387,0,0,26.88088696,26.13761698,25.85195266,27.12395614,26.92736977,26.72328484,0
Glyma.12G059700.1_S653_1,Control,25.0048235,24.66025354,24.54817617,23.88046874,25.01185558,24.71215774,24.40507707,24.23215376,24.32573424,24.98877796,24.0257644,24.1612133,25.19484482,24.86784357,24.37873571,24.20017427,25.52365642,24.84241482,25.88308632,24.41533796,25.18277813,24.71841942,24.1959777,24.05676616,24.76386202,24.78646705,23.57370626,24.57114353,24.7224419,25.23056265,24.17453523,24.4672008,24.45644887,24.78343495,23.68279483,24.15825133,24.97003357,24.8138209,24.42937876,24.41671115,25.12436974,24.73089535,24.62474974,23.82641554
Glyma.12G060600.1_S210_1,Control,24.01839713,25.36127366,25.21824146,24.7730134,24.2236065,24.75579366,24.83806642,24.62286039,24.44723214,24.61648772,24.74759562,24.48159027,24.07605708,24.65194412,23.70377497,23.84927218,24.06106086,23.91590766,23.38193942,24.54934382,23.34981986,23.9824388,24.48941343,24.85725482,23.95679004,24.65709453,23.83341998,24.39513201,23.84871986,24.89043345,24.33698756,24.24975529,24.58747874,24.65002705,24.39779094,24.38586038,24.48425064,24.67179659,24.14916792,24.491314,24.03380548,24.43500705,25.22217628,24.82236879
Glyma.12G060600.1_T300_1,Control,0,22.43625025,22.02428099,22.72793787,22.55717082,22.46459251,21.51889929,23.33017029,21.8783172,22.4904745,21.40427603,23.24566362,22.54664869,21.64395707,21.76596917,22.40470154,22.16251534,22.52191969,22.71874832,21.83266852,21.24955615,21.5046953,21.31946745,22.23842214,22.30139241,22.45338589,21.03995397,22.04611389,22.09338703,22.21759915,22.00945594,22.03323402,22.5408183,21.39661869,21.46256307,0,22.26728958,22.39135958,21.50766108,22.20949597,0,22.6192054,21.69523433,22.75830611
Glyma.12G064100.1_S408_1,Control,25.00626182,27.77439801,28.05260545,25.88005571,24.42609639,27.33520195,28.23475949,25.7939375,22.61089747,27.26952378,27.21785262,24.66661067,24.62654793,27.0670206,27.45232988,25.63344274,24.0499196,26.57391744,26.3602593,24.83992186,24.69825587,27.22724664,27.44999967,25.08155912,24.20337236,22.07260005,26.84671998,25.65897653,23.64310622,26.15573869,27.28712067,25.52489872,24.49395099,25.52322945,26.47822519,25.41647075,24.7595265,26.66004084,27.10215016,25.82710028,25.00076741,26.61837196,27.4299337,24.80890834
Glyma.12G103900.1_S106_1,Control,24.47682552,24.4718805,24.22400299,0,24.63686102,24.29247257,23.84165464,0,24.16109086,24.45309932,23.56775159,0,24.62733854,24.07659393,24.11405397,0,24.09960396,24.54607625,25.05219065,0,24.00969047,23.73569647,23.90424113,0,24.21042844,24.14087953,23.84548993,0,24.02296012,24.07139513,24.7166135,0,24.40246477,23.74298238,23.85674846,0,24.51465974,24.46605164,23.59159041,0,24.22011304,24.0778186,23.8374974,0
Glyma.12G129800.1_S5_1,Control,22.84476639,26.61662382,26.22576348,24.56273517,24.93655236,25.78962714,26.03760402,24.14293871,20.84985374,25.96899869,25.7687152,24.64974842,22.70238206,26.49734508,25.9774053,24.30932942,23.61977463,25.62317616,24.62136256,24.7302566,25.92721279,24.20764174,26.07710057,24.92706486,25.69080683,25.21742312,26.56898237,26.29313083,0,25.6289388,25.67364145,25.50422337,23.72236973,25.77471887,26.64478894,25.4779519,24.69234345,24.37251088,26.36111139,24.73625721,22.36999217,26.16980242,25.99424166,25.00705247
Glyma.12G161300.1_S11_1,Control,26.62413229,26.95297206,0,25.77456971,25.67803717,25.97879602,0,25.26453033,25.9979334,26.26270438,0,25.81324419,25.75224356,26.61295579,0,25.52049231,25.37204937,25.57632182,0,25.84639084,26.70869525,24.95911218,0,25.81227948,26.63821538,25.46925097,0,27.24496917,27.0907115,26.41433455,0,26.26594974,25.71186824,26.1412674,0,26.47355294,25.87857231,25.21254291,0,26.22584932,25.03939172,25.84530341,0,25.7693591
Glyma.12G166100.1_Y242_1,Control,24.19177591,24.07644245,23.36082347,24.22012754,23.97184442,23.57772136,23.08268253,23.90022356,0,23.69655483,23.00880098,24.18968821,24.16635918,22.44195944,23.36318445,24.49517661,23.80418833,23.55551205,23.97985309,23.93384864,23.67615064,23.76170837,23.32915853,24.00997783,23.81276879,23.54220531,22.82891102,24.04400813,23.98038274,23.64295657,23.26700971,23.85278624,22.96056896,23.82555154,23.08639002,23.79724665,23.77197134,23.95524043,23.16619738,23.86112462,23.91456425,23.10171176,23.28293062,24.25239386
Glyma.12G171700.1_S57_1,Control,24.53009877,24.50622774,25.80539361,24.58549144,24.77685782,24.50774245,25.42044724,25.1934065,24.89973619,24.37723396,26.11417094,25.88234922,24.61383887,24.88723548,24.78352557,24.38536024,24.57628887,24.3271767,25.29237295,25.11272963,24.32038802,24.80295581,24.84163592,24.71107974,24.99778954,24.85465071,25.76362358,24.82549313,24.78286361,25.26431848,25.26235001,24.57338478,24.93244889,25.1805228,24.59905487,24.65252898,24.2422201,24.03517861,24.51727804,24.90805492,24.88967202,25.07428861,25.6090244,25.76118517
Glyma.12G181400.1_T110_1,Control,23.79798087,25.46452975,25.60586512,24.14313315,23.4258428,24.98455541,26.31630975,24.34008681,0,25.06391604,24.49642788,24.02677608,24.16288908,23.45042608,24.74026841,0,23.59203875,24.94055532,24.36572554,23.77259317,23.26187639,24.88646453,25.42575821,24.58699259,24.4372397,25.86835393,23.00844073,23.1113648,23.2445704,24.99948701,25.55907846,24.38737725,25.10429185,24.44958416,25.81090613,24.15306317,25.26979498,25.35649873,24.75578109,24.18615723,24.37195961,23.50604363,24.2179331,0
Glyma.12G194000.1_S34_1,Control,22.81381262,23.77408604,24.25627821,23.43362908,23.97348123,23.53174533,24.89354762,23.59980634,24.06445196,23.84212001,24.35755953,24.91095848,23.59929095,24.37724486,24.05700423,24.04393941,23.62088589,24.12681873,22.99786803,23.79697397,24.16654013,24.52827767,25.1237532,24.8170506,23.94864761,24.11447884,25.39780459,23.99999741,23.41938261,23.88063237,25.00283765,24.25949376,25.15526186,24.07047758,25.69117184,24.64900457,24.96734346,24.09566765,25.48409069,24.62705471,23.51423886,23.7639742,24.47507864,23.64516137
Glyma.12G205100.1_S447_1,Control,21.25921998,20.52208575,19.85113066,20.41886225,20.97772825,20.77337219,20.34477322,20.58111128,21.41812258,21.10285395,20.20652864,21.13461476,21.10086047,21.14596196,20.72752016,17.84208545,20.89246887,21.25082816,21.19395682,20.70673917,21.90592712,20.01255423,20.52996995,0,21.62430271,19.93330716,20.88721264,21.64850291,21.28683441,20.31674181,20.10980353,20.88927323,20.3029156,19.92080567,20.72648348,21.28409805,20.81074436,19.67414053,20.412144,20.57932446,21.05442145,21.09080497,20.52456443,20.97360309
Glyma.12G234300.1_S353_1,Control,27.51356786,26.08364269,26.01278749,26.5914166,27.44040577,26.3020621,25.95778202,26.67608566,27.39176145,26.16586167,26.07246457,26.5062255,27.46082865,26.07340433,26.5859554,26.91690919,27.49195343,26.22455216,26.13341353,27.50683589,27.56955651,26.86599166,26.70943633,27.41948493,27.56272326,26.35067385,26.18292552,27.23473192,27.3772865,26.30053762,26.06938739,27.00795243,26.92773855,26.55438185,26.45029267,27.52284623,27.29139665,26.05098147,26.12214474,27.41071164,27.60327684,26.5671588,25.97213061,26.65443589
Glyma.12G235000.1_S728_1,Control,25.21213017,24.95710041,24.64454734,24.97267288,25.18463378,24.93959731,25.10675512,25.10577359,25.17594657,25.05611444,25.61629218,25.67822223,25.22224074,25.12768456,24.77035636,24.99128222,25.1147234,25.35944664,24.6620691,25.06941552,25.20114777,25.34939661,25.06218028,24.51199947,24.97804537,24.7937238,25.64522051,24.78126712,25.20589207,25.07725277,24.45473577,24.7714505,24.87062158,25.19484402,24.81789654,24.59560748,24.66680131,25.11135784,24.36567408,25.05012421,25.14869999,25.43546572,25.1710382,25.30430212
Glyma.12G237000.1_S118_1,Control,23.34109264,23.58909742,24.0546346,23.13029681,23.40342461,23.88677098,23.84229774,22.71945973,23.74397468,23.86474651,23.88831528,22.94427788,22.98984087,23.78447413,23.76795627,22.85639284,22.76862203,23.26985533,23.12825871,23.08305352,24.06021545,22.93397731,24.00697645,23.64521678,24.33549207,23.2858309,24.4958381,24.02314068,23.38489361,22.95347743,23.58223196,23.52288759,23.23501166,23.39982781,24.7681663,23.73492595,23.71051103,22.7227497,24.15213948,23.84520878,23.19455337,24.16014721,23.92848675,22.37271526
Glyma.12G237000.1_S153_2,Control,23.87106768,25.05804942,25.56753229,24.68019315,24.01103474,25.19893867,25.23807945,24.15451227,23.62538247,24.84547332,24.8231374,24.32889726,23.64495792,25.21071431,24.83816257,24.01451572,23.89627561,24.70254027,24.13192951,24.30049272,23.9844349,25.33935985,25.72273315,25.17498797,24.23221028,25.08721192,0,24.33912972,23.99968269,24.379097,25.3671311,24.6726752,24.08589396,24.86834633,25.51763137,24.47131515,24.92969137,25.60935356,25.36920872,24.8393507,24.09101436,25.01207993,25.07776897,21.04697201
Glyma.12G237000.1_S160_1,Control,25.11875867,26.29587225,26.68938688,0,25.4815956,26.47631303,26.49754605,25.90264481,25.37583521,26.40175804,26.60941163,26.19883607,25.15647157,26.41534953,0,25.58462439,25.31467953,0,25.38592615,25.95315304,25.32882499,26.54148168,0,26.70409013,25.48872268,26.25340254,26.03924353,26.05039587,0,25.70523318,26.83735105,26.01977917,25.61511391,25.89807349,26.6641224,0,26.2021774,26.8395857,26.70399874,26.50745053,25.58051437,26.33434345,26.42243375,25.37142708
Glyma.12G237000.1_S160_2,Control,23.87106768,25.05804942,25.56753229,24.68019315,24.01103474,25.19893867,25.23807945,24.15451227,23.62538247,24.84547332,24.8231374,0,23.64495792,25.21071431,24.83816257,24.01451572,23.89627561,24.70254027,24.13192951,24.30049272,23.9844349,25.33935985,25.72273315,25.17498797,24.23221028,25.08721192,0,24.33912972,23.99968269,24.379097,25.3671311,24.6726752,24.08589396,24.86834633,25.51763137,24.47131515,24.92969137,25.60935356,25.36920872,24.8393507,24.09101436,25.01207993,25.07776897,21.04697201
Glyma.12G237000.1_S189_1,Control,25.84459322,25.37798638,26.03975668,25.89265126,25.77159329,25.57264525,25.2963335,26.20958538,0,24.97615492,25.59536803,26.25326497,25.45876786,25.39174901,25.914653,26.03466519,24.99774076,25.30117966,25.35577717,25.88638612,25.43216236,26.37194648,25.96456925,26.39815522,25.61620688,25.43019419,26.00966716,25.63949823,25.51253432,25.36281669,26.47688413,26.01952448,26.058082,25.62758541,25.94943978,25.86713384,25.83797201,25.79087829,25.50012827,26.50039124,25.39680821,25.9663556,25.81822432,25.65938272
Glyma.13G008500.1_S548_1,Control,0,22.71813196,22.27585396,22.59496005,22.4332508,22.80959963,22.44260312,0,22.62570104,22.32604243,23.06982879,22.82448181,22.24275749,21.67244963,22.14810531,21.54199215,22.3219407,22.23146053,0,22.42001255,22.00656788,22.37904475,22.05458152,22.52843866,22.3207567,22.93183165,21.49424728,21.89080418,21.66679493,22.41970005,21.7914941,22.0598721,22.47989536,22.85614647,0,21.86269127,21.62324182,22.26368929,0,22.69387135,22.58542285,22.54675178,22.51262395,23.30893331
Glyma.13G027300.1_S171_1,Control,24.00247484,25.37397164,25.21556937,0,24.64179791,25.13862804,25.42820905,0,25.03010795,25.11872591,25.49958951,0,24.62179514,24.93641627,25.08626066,0,24.59009831,24.72952842,24.17963489,0,24.9362946,25.08776129,25.53457232,0,24.76555881,25.22514297,25.99162585,0,24.25160535,25.17868204,25.87758892,0,25.22689877,25.28061776,25.82291284,0,25.67404925,25.35403781,25.60836091,0,24.82000159,24.8312393,25.41238155,0
Glyma.13G075300.1_S291_1,Control,25.16466464,23.67644735,23.64603655,0,24.852661,24.31154108,23.52545836,24.54453614,24.29590039,24.02684942,23.55668707,24.63302213,25.15302465,23.84277277,23.69344146,24.67702298,24.97049032,24.37110964,24.22759835,24.50895746,24.41143074,24.05358438,23.79735821,24.71185698,24.72733977,24.50363842,23.38214664,24.28380511,24.74829545,24.0430723,23.45356828,24.53187995,24.24278901,24.08331358,23.51218268,24.35926705,24.92098643,24.27337856,23.5074154,24.47501855,24.92892564,23.98213922,23.74121986,24.11461202
Glyma.13G121100.1_S60_1,Control,23.50552424,23.21116153,23.51883584,23.40089413,23.94587989,23.56668067,23.5938305,23.65861537,0,23.37606464,23.7276262,23.88931509,23.5384099,23.8099308,23.83949661,23.69312748,24.02806451,23.74655768,23.87046335,24.53467234,23.9399606,23.87551349,24.32602938,24.52814083,24.16465288,24.00291246,24.22884528,24.15931093,24.02308741,23.51562755,23.99144134,24.19098826,23.93552075,24.12635724,24.53428786,24.21497047,24.31113986,23.98707984,24.0110956,24.53817527,23.88781095,23.4738477,23.73272325,23.65528733
Glyma.13G145100.1_S643_1,Control,24.92154717,24.36603024,24.22499976,25.07121228,24.70219929,24.58949661,24.72853404,25.16999075,24.92416709,24.61627551,25.3086816,25.00271022,24.95231208,24.87457835,25.16529028,25.41866345,24.85644921,24.91976653,24.92287191,25.62264596,24.59160089,25.12311355,24.5964585,25.33422652,24.70387438,24.20882681,25.04628242,24.8976057,24.6044136,24.14242318,24.98750297,24.9047624,24.69652038,24.1588286,25.18513087,25.1632013,25.06770212,24.99759523,24.98589314,25.4648526,24.88414673,24.81328768,24.69684408,24.77161668
Glyma.13G161700.1_S197_1,Control,23.93490123,24.31809609,24.46534853,0,24.03979754,24.33185215,24.38194732,0,22.75422686,24.41094245,24.66757369,0,24.03485336,24.62173917,24.37048015,0,20.2560656,24.08503829,23.69740381,0,24.10145805,24.70603025,24.0972009,0,23.364892,24.18654804,24.94756465,0,20.21003948,23.87514368,24.5502461,0,23.72596027,24.18860658,24.44211021,0,24.74693341,24.25204838,24.56998996,0,23.73485475,24.11910296,24.42311361,0
Glyma.13G175200.1_S122_1,Control,24.79693286,24.43251556,24.79607853,24.62207273,24.99620363,24.69052502,24.32891813,25.1759656,0,24.82496008,24.52888861,25.59266757,24.70771029,24.75727704,25.02439657,25.25467758,24.43686183,25.15557328,25.11060072,24.83865903,24.59242324,24.5389398,24.43352063,24.5971768,24.55184998,24.9603296,24.85439126,24.82202318,24.47333029,24.74842575,24.77972081,24.65340224,24.72560162,24.8015617,24.14312984,24.67037073,24.64002436,24.64607024,24.27364855,24.74282288,24.60475969,25.04608837,24.50473025,24.94884585
Glyma.13G181200.1_S16_1,Control,24.02338893,24.53631778,24.28479128,24.60577267,24.41349015,24.59695783,24.74925569,24.80120829,24.26951976,24.46865955,25.24307701,25.1500469,24.30221711,24.62114769,24.6968942,24.57079539,23.98682566,25.24784301,24.7700375,24.76563286,23.88419157,24.78537954,24.29675836,24.421951,23.80764464,24.52896553,24.8301842,24.54960411,23.84665008,24.62392038,24.4803755,24.06134757,24.31048231,24.55334981,24.39458566,24.33139269,24.14621984,24.64654605,24.48193881,24.63629083,23.92405583,24.84146988,24.55412398,24.74201806
Glyma.13G185300.1_S60_2,Control,26.77610296,26.54130828,27.22155798,26.59951436,27.06365049,26.93794579,26.85934964,26.81191834,0,26.53682503,27.24833167,27.12206546,26.74117323,26.16694711,26.60400907,26.45494771,26.85600361,26.79974346,26.39954236,26.83815646,26.57828031,26.84349041,26.52919125,26.93941569,27.10375919,26.6804176,26.94601736,26.71570017,26.81358691,26.36246226,27.12353091,26.52148533,27.21850525,26.2882931,26.53738446,26.73791508,27.1430499,26.58247861,26.52710738,26.88994388,27.19570398,26.66880489,26.90357605,26.63494814
Glyma.13G221300.1_S457_1,Control,25.35409823,26.47545158,25.99185856,24.66998582,24.72494788,26.20812825,26.35208446,24.91022566,25.7389684,26.17369424,25.82227634,25.21223491,25.19011317,25.39049471,25.51378233,25.19019504,25.10540261,26.43828826,24.9935165,24.6203095,24.29294728,25.6397544,25.2613632,24.8323202,24.54920911,25.73349479,25.77871911,25.65490683,24.74726337,25.43018215,25.35481567,25.03887962,24.47059849,25.67896672,24.22687078,25.4536011,24.03029814,25.53453528,24.97211136,24.75442623,25.5661075,26.46057287,26.60750681,24.863487
Glyma.13G242800.1_S582_1,Control,23.07104783,0,23.01938666,22.88603303,22.83797902,0,22.47701421,23.13050991,23.92305444,22.30131625,22.78785503,23.37199845,23.10339545,22.76016459,22.85033657,23.30701094,22.99011651,22.31581193,22.46082108,22.94028542,22.86227941,22.0422302,22.56744465,22.86262796,22.78054499,22.7607603,22.38069391,22.28037492,22.79134787,22.35576378,22.78548544,22.5526232,22.96326139,22.80487206,22.47922412,22.1821613,23.09269711,22.24242034,22.57863001,22.65979068,22.58798413,22.89046757,21.92018273,22.7192804
Glyma.13G242800.1_S802_1,Control,24.88893111,23.96020104,23.75733245,0,24.70019368,24.20118419,23.58397674,0,24.52895193,24.24928746,23.67162114,0,25.33743039,24.23580738,24.33373521,0,24.89543915,24.53495046,25.14923936,0,24.52239795,24.27628919,24.16128335,0,24.77049641,24.20740139,23.72410531,0,24.81098697,24.32045441,24.14943872,0,24.30389712,24.58790287,23.97771337,0,24.99097089,24.35345504,24.1909031,0,24.66450154,23.85300247,23.67514377,0
Glyma.13G270900.1_S50_1,Control,24.16468446,24.02770527,23.99269767,0,24.1563742,24.2263587,23.55579864,0,24.17728953,24.11274611,24.4623158,0,24.0226456,23.95469711,23.74169607,0,24.16629214,24.1412963,23.75790192,0,23.66666261,24.45910862,23.89751135,0,23.92599076,24.25955791,23.68995932,0,22.45019138,23.97836283,24.08413168,0,23.75592099,24.16602927,23.99897542,0,24.02977267,23.92930997,23.93356904,0,24.17463388,23.82323172,23.92988575,0
Glyma.13G280700.1_S477_1,Control,25.51973978,25.53347998,25.86208563,25.28544391,24.99241686,25.62782721,25.7637555,25.47939984,25.56237493,25.41864975,25.60929819,25.29845607,25.32397763,25.36125901,26.02929821,25.50718326,25.30434143,25.11196045,24.79648359,25.49477862,25.05112865,25.54406356,25.47168294,25.85892237,25.40220119,25.26249561,25.84543269,20.20453785,25.54631508,25.11740753,25.79547237,0,25.05240351,25.29164155,25.67868966,20.74595125,25.42708687,25.46259221,25.33419779,0,25.31896631,25.51346823,25.99410088,25.27720434
Glyma.13G302200.1_S363_1,Control,25.43330304,25.47917147,21.87510157,24.362455,25.32519005,25.64809572,22.27424644,24.28670875,25.43252586,26.01774671,22.00998394,25.01867031,25.37644753,26.1472519,22.59039044,24.95815498,25.95142799,25.439858,23.16741749,25.3793925,25.76441727,25.57320991,22.58974234,24.90182855,25.08417632,25.68589877,22.68868373,25.53883879,25.46834701,26.28204207,21.83840497,24.84923647,25.10774355,26.34459233,21.98335707,0,25.09961442,25.96215483,22.1908351,25.50421449,25.13261687,25.5078885,22.39867907,24.48012574
Glyma.13G347700.1_S211_1,Control,24.01773903,24.32497769,23.78093069,0,24.37240491,24.16540474,24.84724915,0,24.73093422,24.22146895,24.97602449,0,23.78835103,24.43968017,24.35585167,0,23.62753551,24.05090743,24.04457664,0,24.37548171,24.72823905,24.80361475,0,24.22186525,24.23665789,25.80400387,0,24.36172947,24.30661773,24.2035304,0,24.27335667,24.56729661,25.10486511,0,24.1541671,23.92175359,24.32621055,0,23.97651647,24.55149122,24.76666077,0
Glyma.13G350800.1_S286_1,Control,26.65859485,26.36585976,26.32015558,0,26.52066699,26.46372131,26.15552899,0,26.14431591,25.68769527,26.35839674,0,26.78356124,26.17995004,26.15501,0,27.01256371,25.73120488,24.81854108,0,26.79236081,25.82991047,26.30540361,0,26.9709235,26.71316972,25.81055698,0,27.18979571,25.93390751,26.3280256,0,26.93400198,26.52623189,25.66233394,0,26.94982989,26.61334197,26.53837404,0,26.75284146,26.0590267,26.26200754,0
